item,number_of_test_takers,n1,n0,cross_group_pairs,corresponding_score_levels,mean_positive_rank,somers_dxy,concordance_probability,weight_base_somers_dxy,weight_base_concordance_probability,remapped_concordance,positive_somers_dxy,weight_somers_dxy,weight_concordance_probability,concordance_imputed_for_weight,concordance_weight_source,remapping_validation_status,mann_whitney_u,concordant_pairs,discordant_pairs,tied_cross_pairs,rarity_pair,rarity_m,rarity_proportion,rarity_padded_pair,rarity_padded_m,rarity_padded_proportion,concordance_pair,concordance_m,concordance_proportion,concordance_padded_pair,concordance_padded_m,concordance_padded_proportion,rarity_weight_factor,concordance_weight_factor,raw_item_weight,status,weight_status,small_group_warning,small_group_message,validation_status,bootstrap_reps,bootstrap_valid_reps,bootstrap_dxy_se,bootstrap_dxy_ci_low,bootstrap_dxy_ci_high,bootstrap_C_se,bootstrap_C_ci_low,bootstrap_C_ci_high,bootstrap_remapped_concordance_se,bootstrap_remapped_concordance_ci_low,bootstrap_remapped_concordance_ci_high,bootstrap_raw_weight_se,bootstrap_raw_weight_ci_low,bootstrap_raw_weight_ci_high,permutation_reps,permutation_p_value,score_type,item_weight,weight_scale_divisor,minimum_item_weight,maximum_item_weight,max_total_score,minimum_achievable_total_score,maximum_achievable_total_score,maximum_is_true_maximum,zero_weight_count,negative_weight_count,non_finite_weight_count,scoring_model_status
"pm411q02",435,221,214,47294,30,273.9592760181,0.522983888019622,0.761491944009811,0.522983888019622,0.761491944009811,0.522983888019622,0.522983888019622,0.522983888019622,0.761491944009811,FALSE,"empirical_Hmisc_somers2_linear_remap_above_0.5","passed",36014,35226,10492,1576,"(221,435)",221,0.508045977011494,"(222,436)",222,0.509174311926605,"(227.497991289,435)",227.497991288536,0.522983888019622,"(208.502008711,436)",208.502008711464,0.478215616310698,1.67496486147676,1.73769356804884,2.91057566649598,"ok","ok",FALSE,"","passed_extended_validation",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"item_rest",1.60594277149801,1.81237819812285,1,8.62074010294895,68.9522342511883,0,68.9522342511883,TRUE,0,0,0,"ok"
"pm423q01",435,322,113,36386,30,242.086956521739,0.426317814544055,0.713158907272028,0.426317814544055,0.713158907272028,0.426317814544055,0.426317814544055,0.426317814544055,0.713158907272028,FALSE,"empirical_Hmisc_somers2_linear_remap_above_0.5","passed",25949,25228,9716,1442,"(322,435)",322,0.740229885057471,"(323,436)",323,0.740825688073395,"(185.448249327,435)",185.448249326664,0.426317814544055,"(250.551750673,436)",250.551750673336,0.574659978608569,1.29998992012638,1.55397675464648,2.02015411715112,"ok","ok",FALSE,"","passed_extended_validation",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"item_rest",1.11464269391646,1.81237819812285,1,8.62074010294895,68.9522342511883,0,68.9522342511883,TRUE,0,0,0,"ok"
"pm442q02",435,165,270,44550,30,319.272727272727,0.75016835016835,0.875084175084175,0.75016835016835,0.875084175084175,0.75016835016835,0.75016835016835,0.75016835016835,0.875084175084175,FALSE,"empirical_Hmisc_somers2_linear_remap_above_0.5","passed",38985,38400,4980,1170,"(165,435)",165,0.379310344827586,"(166,436)",166,0.380733944954128,"(326.323232323,435)",326.323232323232,0.75016835016835,"(109.676767677,436)",109.676767676768,0.251552219442128,1.96565445499249,2.38010467901823,4.67846336566065,"ok","ok",FALSE,"","passed_extended_validation",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"item_rest",2.58139463965431,1.81237819812285,1,8.62074010294895,68.9522342511883,0,68.9522342511883,TRUE,0,0,0,"ok"
"pm474q01",435,299,136,40664,30,238.556856187291,0.302306708636632,0.651153354318316,0.302306708636632,0.651153354318316,0.302306708636632,0.302306708636632,0.302306708636632,0.651153354318316,FALSE,"empirical_Hmisc_somers2_linear_remap_above_0.5","passed",26478.5,25650,13357,1657,"(299,435)",299,0.687356321839081,"(300,436)",300,0.688073394495413,"(131.503418257,435)",131.503418256935,0.302306708636632,"(304.496581743,436)",304.496581743065,0.698386655374002,1.37385976869283,1.35898238206483,1.86705122108123,"ok","ok",FALSE,"","passed_extended_validation",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"item_rest",1.03016645367673,1.81237819812285,1,8.62074010294895,68.9522342511883,0,68.9522342511883,TRUE,0,0,0,"ok"
"pm496q01t",435,228,207,47196,30,274.877192982456,0.549538096448852,0.774769048224426,0.549538096448852,0.774769048224426,0.549538096448852,0.549538096448852,0.549538096448852,0.774769048224426,FALSE,"empirical_Hmisc_somers2_linear_remap_above_0.5","passed",36566,35733,9797,1666,"(228,435)",228,0.524137931034483,"(229,436)",229,0.525229357798165,"(239.049071955,435)",239.049071955251,0.549538096448852,"(196.950928045,436)",196.950928044749,0.451722312029242,1.64392023979479,1.79468764186021,2.95032333856359,"ok","ok",FALSE,"","passed_extended_validation",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"item_rest",1.62787399540524,1.81237819812285,1,8.62074010294895,68.9522342511883,0,68.9522342511883,TRUE,0,0,0,"ok"
"pm496q02",435,270,165,44550,30,258.955555555556,0.496430976430977,0.748215488215488,0.496430976430977,0.748215488215488,0.496430976430977,0.496430976430977,0.496430976430977,0.748215488215488,FALSE,"empirical_Hmisc_somers2_linear_remap_above_0.5","passed",33333,32542,10426,1582,"(270,435)",270,0.620689655172414,"(271,436)",271,0.621559633027523,"(215.947474747,435)",215.947474747475,0.496430976430977,"(220.052525253,436)",220.052525252525,0.504707626725975,1.47552342246933,1.68377597434535,2.48445088833769,"ok","ok",FALSE,"","passed_extended_validation",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"item_rest",1.37082364536879,1.81237819812285,1,8.62074010294895,68.9522342511883,0,68.9522342511883,TRUE,0,0,0,"ok"
"pm564q01",435,198,237,46926,30,263.10101010101,0.380599241358735,0.690299620679368,0.380599241358735,0.690299620679368,0.380599241358735,0.380599241358735,0.380599241358735,0.690299620679368,FALSE,"empirical_Hmisc_somers2_linear_remap_above_0.5","passed",32393,31533,13673,1720,"(198,435)",198,0.455172413793104,"(199,436)",199,0.456422018348624,"(165.560669991,435)",165.56066999105,0.380599241358735,"(270.439330009,436)",270.43933000895,0.620273692681078,1.78433741862454,1.4775944585407,2.63652708192643,"ok","ok",FALSE,"","passed_extended_validation",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"item_rest",1.45473339099819,1.81237819812285,1,8.62074010294895,68.9522342511883,0,68.9522342511883,TRUE,0,0,0,"ok"
"pm564q02",435,171,264,45144,30,282.315789473684,0.487240829346093,0.743620414673046,0.487240829346093,0.743620414673046,0.487240829346093,0.487240829346093,0.487240829346093,0.743620414673046,FALSE,"empirical_Hmisc_somers2_linear_remap_above_0.5","passed",33570,32811,10815,1518,"(171,435)",171,0.393103448275862,"(172,436)",172,0.394495412844037,"(211.949760766,435)",211.94976076555,0.487240829346093,"(224.050239234,436)",224.05023923445,0.513876695491857,1.93014776653558,1.66577193434486,3.21518597863338,"ok","ok",FALSE,"","passed_extended_validation",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"item_rest",1.77401492798991,1.81237819812285,1,8.62074010294895,68.9522342511883,0,68.9522342511883,TRUE,0,0,0,"ok"
"pm571q01",435,193,242,46706,30,286.658031088083,0.567421744529611,0.783710872264805,0.567421744529611,0.783710872264805,0.567421744529611,0.567421744529611,0.567421744529611,0.783710872264805,FALSE,"empirical_Hmisc_somers2_linear_remap_above_0.5","passed",36604,35839,9337,1530,"(193,435)",193,0.44367816091954,"(194,436)",194,0.444954128440367,"(246.828458870,435)",246.828458870381,0.567421744529611,"(189.171541130,436)",189.171541129619,0.433879681489953,1.80978408428571,1.83498801490748,3.32093210423459,"ok","ok",FALSE,"","passed_extended_validation",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"item_rest",1.83236153892946,1.81237819812285,1,8.62074010294895,68.9522342511883,0,68.9522342511883,TRUE,0,0,0,"ok"
"pm603q01t",435,196,239,46844,30,265.910714285714,0.400926479378362,0.700463239689181,0.400926479378362,0.700463239689181,0.400926479378362,0.400926479378362,0.400926479378362,0.700463239689181,FALSE,"empirical_Hmisc_somers2_linear_remap_above_0.5","passed",32812.5,31956,13175,1713,"(196,435)",196,0.450574712643678,"(197,436)",197,0.451834862385321,"(174.403018530,435)",174.403018529588,0.400926479378362,"(261.596981470,436)",261.596981470412,0.599993076767001,1.79443851461105,1.51083716255423,2.71110439379298,"ok","ok",FALSE,"","passed_extended_validation",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"item_rest",1.49588225934354,1.81237819812285,1,8.62074010294895,68.9522342511883,0,68.9522342511883,TRUE,0,0,0,"ok"
"pm803q01t",435,111,324,35964,30,337.77027027027,0.739322655989323,0.869661327994661,0.739322655989323,0.869661327994661,0.739322655989323,0.739322655989323,0.739322655989323,0.869661327994661,FALSE,"empirical_Hmisc_somers2_linear_remap_above_0.5","passed",31276.5,30834,4245,885,"(111,435)",111,0.255172413793103,"(112,436)",112,0.256880733944954,"(321.605355355,435)",321.605355355355,0.739322655989323,"(114.394644645,436)",114.394644644645,0.26237303817579,2.35914337205394,2.33798797804589,5.51564884234876,"ok","ok",FALSE,"","passed_extended_validation",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"item_rest",3.04332111700611,1.81237819812285,1,8.62074010294895,68.9522342511883,0,68.9522342511883,TRUE,0,0,0,"ok"
"pm903q03",435,109,326,35534,30,332.729357798165,0.703861090786289,0.851930545393145,0.703861090786289,0.851930545393145,0.703861090786289,0.703861090786289,0.703861090786289,0.851930545393145,FALSE,"empirical_Hmisc_somers2_linear_remap_above_0.5","passed",30272.5,29795,4784,955,"(109,435)",109,0.250574712643678,"(110,436)",110,0.252293577981651,"(306.179574492,435)",306.179574492036,0.703861090786289,"(129.820425508,436)",129.820425507964,0.297753269513679,2.37716187755662,2.21149009007258,5.25706993471478,"ok","ok",FALSE,"","passed_extended_validation",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"item_rest",2.90064730427663,1.81237819812285,1,8.62074010294895,68.9522342511883,0,68.9522342511883,TRUE,0,0,0,"ok"
"pm918q01",435,391,44,17204,30,228.401534526854,0.472797023947919,0.73639851197396,0.472797023947919,0.73639851197396,0.472797023947919,0.472797023947919,0.472797023947919,0.73639851197396,FALSE,"empirical_Hmisc_somers2_linear_remap_above_0.5","passed",12669,12343,4209,652,"(391,435)",391,0.898850574712644,"(392,436)",392,0.89908256880734,"(205.666705417,435)",205.666705417345,0.472797023947919,"(230.333294583,436)",230.333294582655,0.528287372895998,1.10638040355857,1.63811487648688,1.81237819812285,"ok","ok",FALSE,"","passed_extended_validation",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"item_rest",1,1.81237819812285,1,8.62074010294895,68.9522342511883,0,68.9522342511883,TRUE,0,0,0,"ok"
"pm918q02",435,318,117,37206,30,248.562893081761,0.52244261678224,0.76122130839112,0.52244261678224,0.76122130839112,0.52244261678224,0.52244261678224,0.52244261678224,0.76122130839112,FALSE,"empirical_Hmisc_somers2_linear_remap_above_0.5","passed",28322,27626,8188,1392,"(318,435)",318,0.731034482758621,"(319,436)",319,0.731651376146789,"(227.262538300,435)",227.262538300274,0.52244261678224,"(208.737461700,436)",208.737461699726,0.478755646100289,1.31245114056419,1.73656494513586,2.27915664290734,"ok","ok",FALSE,"","passed_extended_validation",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"item_rest",1.25755024269656,1.81237819812285,1,8.62074010294895,68.9522342511883,0,68.9522342511883,TRUE,0,0,0,"ok"
"pm918q05",435,313,122,38186,30,253.482428115016,0.581679149426492,0.790839574713246,0.581679149426492,0.790839574713246,0.581679149426492,0.581679149426492,0.581679149426492,0.790839574713246,FALSE,"empirical_Hmisc_somers2_linear_remap_above_0.5","passed",30199,29489,7277,1420,"(313,435)",313,0.719540229885058,"(314,436)",314,0.720183486238532,"(253.030430001,435)",253.030430000524,0.581679149426492,"(182.969569999,436)",182.969569999476,0.419654977063019,1.32824925744078,1.86832238849022,2.48159782517213,"ok","ok",FALSE,"","passed_extended_validation",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"item_rest",1.36924943576479,1.81237819812285,1,8.62074010294895,68.9522342511883,0,68.9522342511883,TRUE,0,0,0,"ok"
"pm923q01",435,199,236,46964,30,282.48743718593,0.546503704965506,0.773251852482753,0.546503704965506,0.773251852482753,0.546503704965506,0.546503704965506,0.546503704965506,0.773251852482753,FALSE,"empirical_Hmisc_somers2_linear_remap_above_0.5","passed",36315,35547,9881,1536,"(199,435)",199,0.457471264367816,"(200,436)",200,0.458715596330275,"(237.729111660,435)",237.729111659995,0.546503704965506,"(198.270888340,436)",198.270888340005,0.454749743899094,1.779324876801,1.78800802475263,3.18144715836217,"ok","ok",FALSE,"","passed_extended_validation",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"item_rest",1.75539915546177,1.81237819812285,1,8.62074010294895,68.9522342511883,0,68.9522342511883,TRUE,0,0,0,"ok"
"pm923q03",435,192,243,46656,30,266.627604166667,0.40022719478738,0.70011359739369,0.40022719478738,0.70011359739369,0.40022719478738,0.40022719478738,0.40022719478738,0.70011359739369,FALSE,"empirical_Hmisc_somers2_linear_remap_above_0.5","passed",32664.5,31826,13153,1677,"(192,435)",192,0.441379310344828,"(193,436)",193,0.442660550458716,"(174.098829733,435)",174.09882973251,0.40022719478738,"(261.901170267,436)",261.90117026749,0.600690757494242,1.81495205444415,1.50967502347006,2.73998778539,"ok","ok",FALSE,"","passed_extended_validation",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"item_rest",1.51181899463805,1.81237819812285,1,8.62074010294895,68.9522342511883,0,68.9522342511883,TRUE,0,0,0,"ok"
"pm923q04",435,47,388,18236,30,367.13829787234,0.768754112744023,0.884377056372012,0.768754112744023,0.884377056372012,0.768754112744023,0.768754112744023,0.768754112744023,0.884377056372012,FALSE,"empirical_Hmisc_somers2_linear_remap_above_0.5","passed",16127.5,15914,1895,427,"(47,435)",47,0.108045977011494,"(48,436)",48,0.110091743119266,"(334.408039044,435)",334.40803904365,0.768754112744023,"(101.591960956,436)",101.59196095635,0.233009084762271,3.20644123244114,2.45667783578053,7.87719310747097,"ok","ok",FALSE,"","passed_extended_validation",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"item_rest",4.34632965438984,1.81237819812285,1,8.62074010294895,68.9522342511883,0,68.9522342511883,TRUE,0,0,0,"ok"
"pm924q02",435,178,257,45746,30,299.480337078652,0.634088226293009,0.817044113146505,0.634088226293009,0.817044113146505,0.634088226293009,0.634088226293009,0.634088226293009,0.817044113146505,FALSE,"empirical_Hmisc_somers2_linear_remap_above_0.5","passed",37376.5,36679,7672,1395,"(178,435)",178,0.409195402298851,"(179,436)",179,0.410550458715596,"(275.828378437,435)",275.828378437459,0.634088226293009,"(160.171621563,436)",160.171621562541,0.367366104501241,1.89025643750828,2.00139636821096,3.78315236901645,"ok","ok",FALSE,"","passed_extended_validation",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"item_rest",2.08739675468112,1.81237819812285,1,8.62074010294895,68.9522342511883,0,68.9522342511883,TRUE,0,0,0,"ok"
"pm995q01",435,176,259,45584,30,314.392045454545,0.744340119340119,0.87217005967006,0.744340119340119,0.87217005967006,0.744340119340119,0.744340119340119,0.744340119340119,0.87217005967006,FALSE,"empirical_Hmisc_somers2_linear_remap_above_0.5","passed",39757,39148,5218,1218,"(176,435)",176,0.404597701149425,"(177,436)",177,0.405963302752294,"(323.787951913,435)",323.787951912952,0.744340119340119,"(112.212048087,436)",112.212048087048,0.257367082768459,1.90149251077521,2.35725187557033,4.48229678740779,"ok","ok",FALSE,"","passed_extended_validation",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"item_rest",2.47315752973098,1.81237819812285,1,8.62074010294895,68.9522342511883,0,68.9522342511883,TRUE,0,0,0,"ok"
"pm995q02",435,8,427,3416,30,408.3125,0.891393442622951,0.945696721311475,0.891393442622951,0.945696721311475,0.891393442622951,0.891393442622951,0.891393442622951,0.945696721311475,FALSE,"empirical_Hmisc_somers2_linear_remap_above_0.5","passed",3230.5,3204,159,53,"(8,435)",8,0.0183908045977012,"(9,436)",9,0.0206422018348624,"(387.756147541,435)",387.756147540984,0.891393442622951,"(48.2438524590,436)",48.2438524590164,0.110651037750038,4.88041766601281,3.20137383385723,15.624041414268,"ok","ok",FALSE,"","passed_extended_validation",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"item_rest",8.62074010294895,1.81237819812285,1,8.62074010294895,68.9522342511883,0,68.9522342511883,TRUE,0,0,0,"ok"
"pm995q03",435,154,281,43274,30,306.655844155844,0.631002449507788,0.815501224753894,0.631002449507788,0.815501224753894,0.631002449507788,0.631002449507788,0.631002449507788,0.815501224753894,FALSE,"empirical_Hmisc_somers2_linear_remap_above_0.5","passed",35290,34636,7330,1308,"(154,435)",154,0.354022988505747,"(155,436)",155,0.355504587155963,"(274.486065536,435)",274.486065535888,0.631002449507788,"(161.513934464,436)",161.513934464112,0.370444803816772,2.03421712642979,1.99305082289683,4.05429811778171,"ok","ok",FALSE,"","passed_extended_validation",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"item_rest",2.23700446296524,1.81237819812285,1,8.62074010294895,68.9522342511883,0,68.9522342511883,TRUE,0,0,0,"ok"
