person,number_correct,number_of_items,correct_item_pair,unweighted_proportion_correct,correct_items,formula_weighted_raw_score,formula_max_total_score,weighted_raw_score,max_total_score,normalized_weighted_score,normalized_weighted_percent,minimum_achievable_total_score,maximum_achievable_total_score,maximum_is_true_maximum,normalization_status,scoring_model_status,score_type,response_item_pm00fq01,response_item_pm033q01,response_item_pm034q01t,response_item_pm155q01,response_item_pm155q04t,response_item_pm192q01t,response_item_pm305q01,response_item_pm406q01,response_item_pm406q02,response_item_pm411q01,response_item_pm411q02,response_item_pm423q01,response_item_pm442q02,response_item_pm474q01,response_item_pm496q01t,response_item_pm496q02,response_item_pm564q01,response_item_pm564q02,response_item_pm571q01,response_item_pm603q01t,response_item_pm803q01t,response_item_pm903q03,response_item_pm918q01,response_item_pm918q02,response_item_pm918q05,response_item_pm923q01,response_item_pm923q03,response_item_pm923q04,response_item_pm924q02,response_item_pm995q01,response_item_pm995q02,response_item_pm995q03,contribution_item_pm00fq01,contribution_item_pm033q01,contribution_item_pm034q01t,contribution_item_pm155q01,contribution_item_pm155q04t,contribution_item_pm192q01t,contribution_item_pm305q01,contribution_item_pm406q01,contribution_item_pm406q02,contribution_item_pm411q01,contribution_item_pm411q02,contribution_item_pm423q01,contribution_item_pm442q02,contribution_item_pm474q01,contribution_item_pm496q01t,contribution_item_pm496q02,contribution_item_pm564q01,contribution_item_pm564q02,contribution_item_pm571q01,contribution_item_pm603q01t,contribution_item_pm803q01t,contribution_item_pm903q03,contribution_item_pm918q01,contribution_item_pm918q02,contribution_item_pm918q05,contribution_item_pm923q01,contribution_item_pm923q03,contribution_item_pm923q04,contribution_item_pm924q02,contribution_item_pm995q01,contribution_item_pm995q02,contribution_item_pm995q03
"PISA0096",10,32,"(10,32)",0.3125,"pm033q01|pm155q01|pm411q01|pm423q01|pm496q02|pm918q01|pm918q02|pm918q05|pm923q01|pm995q01",26.3988193888862,124.967526068713,14.5658447095802,68.9522342511883,0.211245434868982,21.1245434868982,0,68.9522342511883,TRUE,"ok","ok","item_rest",0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1.0000984769457,0,1.2942101262835,0,0,0,0,0,1.93071340341164,0,1.11464269391646,0,0,0,1.37082364536879,0,0,0,0,0,0,1,1.25755024269656,1.36924943576479,1.75539915546177,0,0,0,2.47315752973098,0,0
"PISA0109",13,32,"(13,32)",0.40625,"pm033q01|pm155q01|pm305q01|pm411q02|pm474q01|pm564q02|pm603q01t|pm803q01t|pm918q01|pm918q05|pm923q01|pm923q03|pm924q02",36.6902028636089,124.967526068713,20.2442309787275,68.9522342511883,0.29359789713237,29.359789713237,0,68.9522342511883,TRUE,"ok","ok","item_rest",0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1,0,0,0,0,1.0000984769457,0,1.2942101262835,0,0,1.27673050543826,0,0,0,1.60594277149801,0,0,1.03016645367673,0,0,0,1.77401492798991,0,1.49588225934354,3.04332111700611,0,1,0,1.36924943576479,1.75539915546177,1.51181899463805,0,2.08739675468112,0,0,0
"PISA0124",20,32,"(20,32)",0.625,"pm033q01|pm034q01t|pm155q01|pm155q04t|pm406q01|pm411q01|pm411q02|pm423q01|pm442q02|pm474q01|pm496q01t|pm496q02|pm564q02|pm571q01|pm803q01t|pm918q01|pm918q02|pm923q01|pm924q02|pm995q03",62.5656944162395,124.967526068713,34.5213236845606,68.9522342511883,0.500655621379892,50.0655621379892,0,68.9522342511883,TRUE,"ok","ok","item_rest",0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1.0000984769457,1.96771446709354,1.2942101262835,1.20257572297271,0,0,2.80811908860377,0,1.93071340341164,1.60594277149801,1.11464269391646,2.58139463965431,1.03016645367673,1.62787399540524,1.37082364536879,0,1.77401492798991,1.83236153892946,0,3.04332111700611,0,1,1.25755024269656,0,1.75539915546177,0,0,2.08739675468112,0,0,2.23700446296524
"PISA0135",12,32,"(12,32)",0.375,"pm155q01|pm155q04t|pm192q01t|pm411q01|pm474q01|pm564q02|pm571q01|pm903q03|pm918q01|pm918q05|pm995q01|pm995q03",38.2475647069584,124.967526068713,21.1035228444995,68.9522342511883,0.306060029434591,30.6060029434591,0,68.9522342511883,TRUE,"ok","ok","item_rest",0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1.2942101262835,1.20257572297271,2.05942193849789,0,0,0,1.93071340341164,0,0,0,1.03016645367673,0,0,0,1.77401492798991,1.83236153892946,0,0,2.90064730427663,1,0,1.36924943576479,0,0,0,0,2.47315752973098,0,2.23700446296524
"PISA0142",20,32,"(20,32)",0.625,"pm00fq01|pm034q01t|pm155q04t|pm192q01t|pm406q01|pm411q01|pm411q02|pm423q01|pm474q01|pm496q01t|pm496q02|pm564q01|pm571q01|pm603q01t|pm803q01t|pm903q03|pm918q01|pm918q02|pm918q05|pm923q03",62.9339912112775,124.967526068713,34.724535572355,68.9522342511883,0.503602761381971,50.3602761381971,0,68.9522342511883,TRUE,"ok","ok","item_rest",1,0,1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,2.14097710825686,0,1.96771446709354,0,1.20257572297271,2.05942193849789,0,2.80811908860377,0,1.93071340341164,1.60594277149801,1.11464269391646,0,1.03016645367673,1.62787399540524,1.37082364536879,1.45473339099819,0,1.83236153892946,1.49588225934354,3.04332111700611,2.90064730427663,1,1.25755024269656,1.36924943576479,0,1.51181899463805,0,0,0,0,0
"PISA0155",4,32,"(4,32)",0.125,"pm474q01|pm603q01t|pm918q01|pm923q03",9.13052159838705,124.967526068713,5.03786770765831,68.9522342511883,0.0730631539698292,7.30631539698292,0,68.9522342511883,TRUE,"ok","ok","item_rest",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03016645367673,0,0,0,0,0,1.49588225934354,0,0,1,0,0,0,1.51181899463805,0,0,0,0,0
"PISA0174",6,32,"(6,32)",0.1875,"pm033q01|pm496q01t|pm496q02|pm564q02|pm918q01|pm918q02",14.5540517221571,124.967526068713,8.03036128840619,68.9522342511883,0.116462669783145,11.6462669783145,0,68.9522342511883,TRUE,"ok","ok","item_rest",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1.0000984769457,0,0,0,0,0,0,0,0,0,0,0,0,1.62787399540524,1.37082364536879,0,1.77401492798991,0,0,0,0,1,1.25755024269656,0,0,0,0,0,0,0,0
"PISA0195",24,32,"(24,32)",0.75,"pm00fq01|pm033q01|pm034q01t|pm155q01|pm155q04t|pm192q01t|pm406q01|pm411q01|pm411q02|pm423q01|pm442q02|pm474q01|pm496q01t|pm496q02|pm564q01|pm571q01|pm903q03|pm918q01|pm918q02|pm918q05|pm923q01|pm924q02|pm995q01|pm995q03",76.3050628802328,124.967526068713,42.1021743470899,68.9522342511883,0.610599131475777,61.0599131475777,0,68.9522342511883,TRUE,"ok","ok","item_rest",1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1,0,1,2.14097710825686,1.0000984769457,1.96771446709354,1.2942101262835,1.20257572297271,2.05942193849789,0,2.80811908860377,0,1.93071340341164,1.60594277149801,1.11464269391646,2.58139463965431,1.03016645367673,1.62787399540524,1.37082364536879,1.45473339099819,0,1.83236153892946,0,0,2.90064730427663,1,1.25755024269656,1.36924943576479,1.75539915546177,0,0,2.08739675468112,2.47315752973098,0,2.23700446296524
"PISA0198",19,32,"(19,32)",0.59375,"pm155q01|pm155q04t|pm192q01t|pm411q01|pm411q02|pm423q01|pm474q01|pm496q02|pm564q02|pm571q01|pm603q01t|pm803q01t|pm918q01|pm918q02|pm918q05|pm923q01|pm923q03|pm924q02|pm995q03",56.1338758486383,124.967526068713,30.9724956451023,68.9522342511883,0.44918770191364,44.918770191364,0,68.9522342511883,TRUE,"ok","ok","item_rest",0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,1.2942101262835,1.20257572297271,2.05942193849789,0,0,0,1.93071340341164,1.60594277149801,1.11464269391646,0,1.03016645367673,0,1.37082364536879,0,1.77401492798991,1.83236153892946,1.49588225934354,3.04332111700611,0,1,1.25755024269656,1.36924943576479,1.75539915546177,1.51181899463805,0,2.08739675468112,0,0,2.23700446296524
"PISA0213",28,32,"(28,32)",0.875,"pm00fq01|pm033q01|pm034q01t|pm155q01|pm155q04t|pm192q01t|pm305q01|pm406q01|pm406q02|pm411q01|pm411q02|pm423q01|pm442q02|pm474q01|pm496q01t|pm496q02|pm564q01|pm564q02|pm571q01|pm603q01t|pm803q01t|pm918q01|pm918q02|pm918q05|pm923q01|pm923q04|pm924q02|pm995q01",97.2921288165588,124.967526068713,53.6820233863595,68.9522342511883,0.77853928838331,77.853928838331,0,68.9522342511883,TRUE,"ok","ok","item_rest",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,2.14097710825686,1.0000984769457,1.96771446709354,1.2942101262835,1.20257572297271,2.05942193849789,1.27673050543826,2.80811908860377,4.7812223423438,1.93071340341164,1.60594277149801,1.11464269391646,2.58139463965431,1.03016645367673,1.62787399540524,1.37082364536879,1.45473339099819,1.77401492798991,1.83236153892946,1.49588225934354,3.04332111700611,0,1,1.25755024269656,1.36924943576479,1.75539915546177,0,4.34632965438984,2.08739675468112,2.47315752973098,0,0
"PISA0217",19,32,"(19,32)",0.59375,"pm155q01|pm155q04t|pm411q01|pm411q02|pm423q01|pm442q02|pm474q01|pm496q01t|pm496q02|pm564q01|pm564q02|pm803q01t|pm918q01|pm918q02|pm918q05|pm923q01|pm923q03|pm995q01|pm995q03",57.3338461330832,124.967526068713,31.634592709439,68.9522342511883,0.458789958773436,45.8789958773436,0,68.9522342511883,TRUE,"ok","ok","item_rest",0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,1.2942101262835,1.20257572297271,0,0,0,0,1.93071340341164,1.60594277149801,1.11464269391646,2.58139463965431,1.03016645367673,1.62787399540524,1.37082364536879,1.45473339099819,1.77401492798991,0,0,3.04332111700611,0,1,1.25755024269656,1.36924943576479,1.75539915546177,1.51181899463805,0,0,2.47315752973098,0,2.23700446296524
"PISA0233",6,32,"(6,32)",0.1875,"pm033q01|pm155q01|pm305q01|pm474q01|pm571q01|pm918q02",13.9392133934161,124.967526068713,7.69111734397021,68.9522342511883,0.11154268498323,11.154268498323,0,68.9522342511883,TRUE,"ok","ok","item_rest",0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0000984769457,0,1.2942101262835,0,0,1.27673050543826,0,0,0,0,0,0,1.03016645367673,0,0,0,0,1.83236153892946,0,0,0,0,1.25755024269656,0,0,0,0,0,0,0,0
"PISA0245",15,32,"(15,32)",0.46875,"pm033q01|pm155q01|pm155q04t|pm305q01|pm411q01|pm423q01|pm474q01|pm564q02|pm571q01|pm918q01|pm918q02|pm918q05|pm923q01|pm923q03|pm995q01",39.5509661447299,124.967526068713,21.8226892078565,68.9522342511883,0.316489950541094,31.6489950541094,0,68.9522342511883,TRUE,"ok","ok","item_rest",0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1.0000984769457,0,1.2942101262835,1.20257572297271,0,1.27673050543826,0,0,1.93071340341164,0,1.11464269391646,0,1.03016645367673,0,0,0,1.77401492798991,1.83236153892946,0,0,0,1,1.25755024269656,1.36924943576479,1.75539915546177,1.51181899463805,0,0,2.47315752973098,0,0
"PISA0256",17,32,"(17,32)",0.53125,"pm00fq01|pm033q01|pm034q01t|pm155q01|pm155q04t|pm305q01|pm411q02|pm423q01|pm442q02|pm474q01|pm496q01t|pm496q02|pm564q01|pm918q01|pm918q02|pm918q05|pm995q01",46.7010736139034,124.967526068713,25.7678412057006,68.9522342511883,0.373705674450376,37.3705674450376,0,68.9522342511883,TRUE,"ok","ok","item_rest",1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,2.14097710825686,1.0000984769457,1.96771446709354,1.2942101262835,1.20257572297271,0,1.27673050543826,0,0,0,1.60594277149801,1.11464269391646,2.58139463965431,1.03016645367673,1.62787399540524,1.37082364536879,1.45473339099819,0,0,0,0,0,1,1.25755024269656,1.36924943576479,0,0,0,0,2.47315752973098,0,0
"PISA0258",3,32,"(3,32)",0.09375,"pm918q01|pm918q02|pm918q05",6.57313266620232,124.967526068713,3.62679967846135,68.9522342511883,0.0525987260289372,5.25987260289372,0,68.9522342511883,TRUE,"ok","ok","item_rest",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.25755024269656,1.36924943576479,0,0,0,0,0,0,0
"PISA0268",12,32,"(12,32)",0.375,"pm00fq01|pm033q01|pm034q01t|pm155q01|pm155q04t|pm411q02|pm474q01|pm496q01t|pm918q01|pm918q02|pm918q05|pm923q03",30.8252506258751,124.967526068713,17.0081777952317,68.9522342511883,0.246666086747415,24.6666086747415,0,68.9522342511883,TRUE,"ok","ok","item_rest",1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,2.14097710825686,1.0000984769457,1.96771446709354,1.2942101262835,1.20257572297271,0,0,0,0,0,1.60594277149801,0,0,1.03016645367673,1.62787399540524,0,0,0,0,0,0,0,1,1.25755024269656,1.36924943576479,0,1.51181899463805,0,0,0,0,0
"PISA0273",25,32,"(25,32)",0.78125,"pm00fq01|pm033q01|pm155q01|pm155q04t|pm192q01t|pm305q01|pm411q01|pm411q02|pm423q01|pm442q02|pm474q01|pm496q01t|pm496q02|pm564q01|pm564q02|pm571q01|pm603q01t|pm903q03|pm918q01|pm918q02|pm918q05|pm923q01|pm923q03|pm995q01|pm995q03",74.8464905877581,124.967526068713,41.2973907241212,68.9522342511883,0.598927520951353,59.8927520951353,0,68.9522342511883,TRUE,"ok","ok","item_rest",1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,2.14097710825686,1.0000984769457,0,1.2942101262835,1.20257572297271,2.05942193849789,1.27673050543826,0,0,1.93071340341164,1.60594277149801,1.11464269391646,2.58139463965431,1.03016645367673,1.62787399540524,1.37082364536879,1.45473339099819,1.77401492798991,1.83236153892946,1.49588225934354,0,2.90064730427663,1,1.25755024269656,1.36924943576479,1.75539915546177,1.51181899463805,0,0,2.47315752973098,0,2.23700446296524
"PISA0276",14,32,"(14,32)",0.4375,"pm033q01|pm155q01|pm155q04t|pm305q01|pm411q01|pm423q01|pm474q01|pm496q01t|pm496q02|pm918q01|pm918q02|pm918q05|pm923q01|pm995q01",35.7096345033732,124.967526068713,19.7031913870731,68.9522342511883,0.285751311774695,28.5751311774695,0,68.9522342511883,TRUE,"ok","ok","item_rest",0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1.0000984769457,0,1.2942101262835,1.20257572297271,0,1.27673050543826,0,0,1.93071340341164,0,1.11464269391646,0,1.03016645367673,1.62787399540524,1.37082364536879,0,0,0,0,0,0,1,1.25755024269656,1.36924943576479,1.75539915546177,0,0,0,2.47315752973098,0,0
"PISA0306",5,32,"(5,32)",0.15625,"pm033q01|pm423q01|pm564q01|pm918q01|pm923q01",11.4630632311548,124.967526068713,6.32487371732211,68.9522342511883,0.0917283360867035,9.17283360867035,0,68.9522342511883,TRUE,"ok","ok","item_rest",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1.0000984769457,0,0,0,0,0,0,0,0,0,1.11464269391646,0,0,0,0,1.45473339099819,0,0,0,0,0,1,0,0,1.75539915546177,0,0,0,0,0,0
"PISA0313",4,32,"(4,32)",0.125,"pm411q02|pm496q02|pm918q01|pm918q05",9.68900257812864,124.967526068713,5.3460158526316,68.9522342511883,0.077532162818052,7.7532162818052,0,68.9522342511883,TRUE,"ok","ok","item_rest",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.60594277149801,0,0,0,0,1.37082364536879,0,0,0,0,0,0,1,0,1.36924943576479,0,0,0,0,0,0,0
"PISA0325",16,32,"(16,32)",0.5,"pm00fq01|pm034q01t|pm305q01|pm411q01|pm423q01|pm442q02|pm474q01|pm496q01t|pm496q02|pm571q01|pm603q01t|pm918q01|pm918q02|pm918q05|pm923q03|pm995q01",47.0875011138995,124.967526068713,25.9810569133252,68.9522342511883,0.376797897783529,37.6797897783529,0,68.9522342511883,TRUE,"ok","ok","item_rest",1,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0,2.14097710825686,0,1.96771446709354,0,0,0,1.27673050543826,0,0,1.93071340341164,0,1.11464269391646,2.58139463965431,1.03016645367673,1.62787399540524,1.37082364536879,0,0,1.83236153892946,1.49588225934354,0,0,1,1.25755024269656,1.36924943576479,0,1.51181899463805,0,0,2.47315752973098,0,0
